
0.49747843,-0.004064955
0.498018,-0.0067377337
0.498078,-0.009268844
0.49789366,-0.011960717
0.49778974,-0.014555302
0.49760666,-0.016993554
0.49782935,-0.020156303
0.49776965,-0.022289895
0.49765417,-0.0039075473
0.49783143,-0.0065933224
0.49794352,-0.009175922
0.49781728,-0.011382511
0.49788526,-0.0152165545
0.49757105,-0.017234428
0.49780527,-0.020485546
0.49779487,-0.022986028
0.49744418,-0.0042639733
0.49760616,-0.0072511435
0.49789903,-0.010074084
0.49768466,-0.012872981
0.49758,-0.015300105
0.49744245,-0.017609548
0.4973769,-0.020726433
0.49742827,-0.02236529
0.49731734,-0.0040098154
0.4978247,-0.007084096
0.4977778,-0.009689652
0.497417,-0.013148302
0.49743077,-0.015677279
0.4971665,-0.018026825
0.49732384,-0.021284958
0.49745563,-0.023177791
0.49749628,-0.0041348008
0.49773633,-0.0071483143
0.4979165,-0.009834087
0.49764246,-0.012744703
0.49769282,-0.015671533
0.49751124,-0.018298026
0.49746192,-0.020657545
0.49758652,-0.022971945
0.49753702,-0.003990085
0.49759433,-0.006275375
0.49806234,-0.009304689
0.49786258,-0.011924571
0.4976155,-0.0147206355
0.49744385,-0.017126866
0.49768224,-0.020868048
0.49777123,-0.022860795
0.49765047,-0.0040217945
0.49794284,-0.0065912823
0.49813372,-0.009179566
0.49784184,-0.0120409895
0.4979243,-0.014790719
0.4976494,-0.017112726
0.4976448,-0.02027868
0.4978015,-0.02250331
0.4974824,-0.004030229
0.49782264,-0.006890714
0.49773124,-0.009808135
0.49755538,-0.0123412255
0.49761996,-0.014933525
0.49734935,-0.017566236
0.49750504,-0.02047692
0.49746752,-0.022538988
0.49757916,-0.0039914856
0.49767908,-0.006503406
0.49790633,-0.00962419
0.49771208,-0.012358123
0.4976523,-0.0147147495
0.49745524,-0.01720551
0.49756932,-0.020541878
0.4977375,-0.02266365
0.49764165,-0.0036993606
0.49789667,-0.0063358606
0.4979777,-0.008858037
0.49779385,-0.01160193
0.49788055,-0.014505019
0.49763876,-0.016753964
0.49802125,-0.02031351
0.49803007,-0.023024045
0.49751812,-0.0036818034
0.49775326,-0.0065767844
0.49787986,-0.008960233
0.4976037,-0.011877347
0.49764,-0.015580831
0.49760336,-0.017713688
0.49759707,-0.021130417
0.49762866,-0.023399115
0.49749792,-0.0040658154
0.49771914,-0.0067138313
0.4977682,-0.009654402
0.49747136,-0.012461903
0.49756974,-0.015562215
0.49749252,-0.018155992
0.49754632,-0.021031264
0.49763545,-0.023259437
0.4973665,-0.004031135
0.4978066,-0.006640857
0.49784017,-0.009644997
0.4977421,-0.012666945
0.49747568,-0.014456383
0.49742055,-0.017258255
0.4974276,-0.020101761
0.49752763,-0.021646379
0.4973102,-0.003822907
0.49769166,-0.007147641
0.4978256,-0.010001092
0.49756458,-0.012439025
0.49743187,-0.015616808
0.4973626,-0.018722905
0.4974192,-0.02123259
0.4974586,-0.023293665
0.4974808,-0.0041181007
0.49760708,-0.006636727
0.49780223,-0.009663775
0.49751702,-0.012324854
0.49758285,-0.015355924
0.49743345,-0.017242525
0.49747163,-0.020358002
0.49743292,-0.022648275
0.49740043,-0.0038776724
0.49783534,-0.00670564
0.49787802,-0.009374875
0.49757344,-0.011623266
0.49769983,-0.014102263
0.49746332,-0.016220769
0.49752545,-0.019463759
0.49740714,-0.02198262
0.49740094,-0.0040395893
0.49777275,-0.0071809394
0.4980095,-0.009721699
0.49769494,-0.012485284
0.49783012,-0.014963333
0.49750218,-0.01742418
0.4978104,-0.020671215
0.49773416,-0.022600051
0.49727768,-0.0042600012
0.49750584,-0.007063122
0.4976538,-0.009509248
0.4975437,-0.012662945
0.4974109,-0.0148829
0.4971478,-0.016854102
0.49722052,-0.019932585
0.49755412,-0.021501724
0.4974368,-0.0036524048
0.4976222,-0.0069210324
0.4978277,-0.009557249
0.4974127,-0.012324101
0.49736106,-0.01532922
0.4975501,-0.017405672
0.49736807,-0.020955184
0.4976796,-0.022913145
0.49751356,-0.0043300423
0.49771968,-0.006973937
0.4978011,-0.009451
0.49734327,-0.012731235
0.49761212,-0.015776217
0.49717993,-0.017434286
0.49748746,-0.021172596
0.49743363,-0.0227428
0.49758172,-0.0042102155
0.4977421,-0.00692701
0.4979727,-0.009347187
0.49783677,-0.012096089
0.4975876,-0.015237905
0.4975175,-0.01763652
0.4976749,-0.020818831
0.4978337,-0.02323986
0.4975221,-0.003898968
0.4977964,-0.006742155
0.4977999,-0.009773376
0.4977617,-0.012203206
0.49761194,-0.015160554
0.49751943,-0.017387677
0.49769562,-0.02025187
0.4976586,-0.02319706
0.49735817,-0.0042883833
0.49783915,-0.006920099
0.4979412,-0.009662014
0.4973974,-0.012621231
0.49762496,-0.015457817
0.4974663,-0.017797915
0.49754173,-0.020607758
0.49774435,-0.022550019
0.49747178,-0.0037490039
0.49776706,-0.006730821
0.49788925,-0.0096112285
0.49775395,-0.012441998
0.49773958,-0.015117217
0.4975918,-0.017382607
0.49762872,-0.020442152
0.4976726,-0.02315896
0.49740884,-0.004017998
0.49764296,-0.0065965233
0.49780598,-0.009608059
0.49747744,-0.012526355
0.4976228,-0.015578432
0.4974761,-0.017591847
0.49752972,-0.020553507
0.49757147,-0.023340559
0.4974842,-0.0038826878
0.49777722,-0.007360456
0.4978327,-0.0098336125
0.4975397,-0.013198759
0.49765515,-0.016564589
0.4974101,-0.018469116
0.4975869,-0.021412522
0.49764165,-0.023407906
0.4975139,-0.0037826446
0.49776107,-0.006842009
0.4979957,-0.009559524
0.4976458,-0.012411143
0.49770123,-0.014939148
0.49761143,-0.017158836
0.49758443,-0.020605324
0.4979795,-0.022667887
0.49746993,-0.0039326404
0.49785358,-0.0068418477
0.49789387,-0.00928381
0.4976981,-0.011620775
0.49759796,-0.014440583
0.49766132,-0.016879903
0.49760684,-0.019754436
0.49782324,-0.021743173
0.4973826,-0.0042694425
0.49773756,-0.0067456854
0.49775133,-0.009447517
0.4975829,-0.0120272795
0.4975331,-0.01473032
0.49715164,-0.017447492
0.49746063,-0.021198966
0.49732,-0.022671824
0.49768072,-0.0038681035
0.49788326,-0.0065217284
0.4980175,-0.009100934
0.4979128,-0.011337512
0.4979944,-0.015191448
0.4977076,-0.017252108
0.4979552,-0.020547738
0.49796787,-0.02309204
0.49754277,-0.0041026203
0.497757,-0.0070002223
0.49808407,-0.009743132
0.49789292,-0.012497512
0.49783015,-0.014893225
0.4977124,-0.017206369
0.497692,-0.02031688
0.49777058,-0.022019228
0.49731618,-0.00381097
0.49786872,-0.0068135313
0.49787733,-0.0093582645
0.4975668,-0.012799752
0.4976262,-0.015309961
